14735|Fillmore|New York|NY|42.4508|-78.1043
14739|Friendship|New York|NY|42.1907|-78.1359
14744|Houghton|New York|NY|42.4228|-78.2063
14745|Hume|New York|NY|42.4777|-78.1403
14754|Little Genesee|New York|NY|42.0319|-78.2097
14774|Richburg|New York|NY|42.1144|-78.1681
14776|Rossburg|New York|NY|42.26|-78.0161
14777|Rushford|New York|NY|42.3974|-78.2323
14786|West Clarksville|New York|NY|42.1227|-78.2213
14802|Alfred|New York|NY|42.2405|-77.7832
14803|Alfred Station|New York|NY|42.2558|-77.7781
14804|Almond|New York|NY|42.316|-77.778
14806|Andover|New York|NY|42.1575|-77.792
14813|Belmont|New York|NY|42.2334|-78.011
14822|Canaseraga|New York|NY|42.4585|-77.7954
14880|Scio|New York|NY|42.1697|-77.99
14884|Swain|New York|NY|42.4773|-77.889
14895|Wellsville|New York|NY|42.1108|-77.9419
14897|Whitesville|New York|NY|42.0456|-77.8106
10451|Bronx|New York|NY|40.8222|-73.9217
10452|Bronx|New York|NY|40.8376|-73.9216
10453|Bronx|New York|NY|40.852|-73.9129
10454|Bronx|New York|NY|40.8085|-73.9198
10455|Bronx|New York|NY|40.8153|-73.9072
10456|Bronx|New York|NY|40.8316|-73.9099
10457|Bronx|New York|NY|40.8486|-73.8999
10458|Bronx|New York|NY|40.8633|-73.8895
10459|Bronx|New York|NY|40.8247|-73.894
10460|Bronx|New York|NY|40.8409|-73.8794
10461|Bronx|New York|NY|40.8465|-73.841
10462|Bronx|New York|NY|40.8434|-73.8602
10463|Bronx|New York|NY|40.8798|-73.9067
10464|Bronx|New York|NY|40.8469|-73.7874
10465|Bronx|New York|NY|40.8261|-73.8196
10466|Bronx|New York|NY|40.8904|-73.8503
10467|Bronx|New York|NY|40.8737|-73.8712
10468|Bronx|New York|NY|40.8662|-73.9003
10469|Bronx|New York|NY|40.8702|-73.8495
10470|Bronx|New York|NY|40.9|-73.8622
10471|Bronx|New York|NY|40.9011|-73.9053
10472|Bronx|New York|NY|40.8295|-73.8716
10473|Bronx|New York|NY|40.8194|-73.8606
10474|Bronx|New York|NY|40.8139|-73.8841
10475|Bronx|New York|NY|40.8729|-73.8278
10499|Bronx|New York|NY|40.8515|-73.8409
13737|Bible School Park|New York|NY|42.0805|-76.0973
13744|Castle Creek|New York|NY|42.2568|-75.9087
13745|Chenango Bridge|New York|NY|42.1738|-75.8728
13746|Chenango Forks|New York|NY|42.2778|-75.8462
13748|Conklin|New York|NY|42.0454|-75.8076
13749|Corbettsville|New York|NY|42.2067|-75.7449
13754|Deposit|New York|NY|42.0666|-75.4287
13760|Endicott|New York|NY|42.1506|-76.0551
13761|Endicott|New York|NY|42.2067|-75.7449
13762|Endwell|New York|NY|42.2067|-75.7449
13763|Endicott|New York|NY|42.2067|-75.7449
13777|Glen Aubrey|New York|NY|42.2573|-75.9805
13787|Harpursville|New York|NY|42.1823|-75.6545
13790|Johnson City|New York|NY|42.1267|-75.9685
13794|Killawog|New York|NY|42.4028|-76.0366
13795|Kirkwood|New York|NY|42.0695|-75.7967
13797|Lisle|New York|NY|42.3409|-76.0302
13802|Maine|New York|NY|42.2538|-76.0464
13813|Nineveh|New York|NY|42.1625|-75.5484
13826|Ouaquaga|New York|NY|42.1121|-75.6396
13833|Port Crane|New York|NY|42.1958|-75.7591
13848|Tunnel|New York|NY|42.2147|-75.7277
13850|Vestal|New York|NY|42.0771|-76.0118
13851|Vestal|New York|NY|42.2067|-75.7449
13862|Whitney Point|New York|NY|42.3384|-75.9522
13865|Windsor|New York|NY|42.0745|-75.6728
13901|Binghamton|New York|NY|42.1463|-75.8865
13902|Binghamton|New York|NY|42.1054|-75.8876
13903|Binghamton|New York|NY|42.0811|-75.8977
13904|Binghamton|New York|NY|42.1171|-75.8653
13905|Binghamton|New York|NY|42.1151|-75.9309
14041|Dayton|New York|NY|42.4086|-78.9844
14042|Delevan|New York|NY|42.4926|-78.4793
14060|Farmersville Station|New York|NY|42.4457|-78.3412
14065|Freedom|New York|NY|42.4897|-78.3501
14070|Gowanda|New York|NY|42.4712|-78.9339
14101|Machias|New York|NY|42.4083|-78.5059
14129|Perrysburg|New York|NY|42.4723|-78.9981
14133|Sandusky|New York|NY|42.4891|-78.367
14138|South Dayton|New York|NY|42.3718|-79.0501
14168|Versailles|New York|NY|42.5093|-78.9995
14171|West Valley|New York|NY|42.4315|-78.628
14173|Yorkshire|New York|NY|42.5247|-78.4755
14706|Allegany|New York|NY|42.0918|-78.4999
14719|Cattaraugus|New York|NY|42.3333|-78.8885
14726|Conewango Valley|New York|NY|42.2625|-79.022
14729|East Otto|New York|NY|42.3971|-78.7432
14730|East Randolph|New York|NY|42.1747|-78.9473
14731|Ellicottville|New York|NY|42.2959|-78.6606
14737|Franklinville|New York|NY|42.3388|-78.44
14741|Great Valley|New York|NY|42.2083|-78.6208
14743|Hinsdale|New York|NY|42.1979|-78.4159
14748|Kill Buck|New York|NY|42.145|-78.6466
14751|Leon|New York|NY|42.2983|-79.0062
14753|Limestone|New York|NY|42.0639|-78.632
14755|Little Valley|New York|NY|42.2541|-78.8093
14760|Olean|New York|NY|42.0821|-78.426
14766|Otto|New York|NY|42.3575|-78.8073
14770|Portville|New York|NY|42.0273|-78.3314
14772|Randolph|New York|NY|42.1631|-78.96
14778|Saint Bonaventure|New York|NY|42.2701|-78.6847
14779|Salamanca|New York|NY|42.1604|-78.7304
14783|Steamburg|New York|NY|42.082|-78.9177
14788|Westons Mills|New York|NY|42.0621|-78.378
13021|Auburn|New York|NY|42.93|-76.5626
13022|Auburn|New York|NY|43.1634|-76.5096
13024|Auburn|New York|NY|43.1634|-76.5096
13026|Aurora|New York|NY|42.7472|-76.6775
13033|Cato|New York|NY|43.1794|-76.5648
13034|Cayuga|New York|NY|42.9142|-76.7024
13071|Genoa|New York|NY|42.6746|-76.5418
13081|King Ferry|New York|NY|42.6635|-76.6216
13092|Locke|New York|NY|42.6558|-76.4154
13111|Martville|New York|NY|43.2661|-76.6289
13113|Meridian|New York|NY|43.0891|-76.6217
13117|Montezuma|New York|NY|43.0023|-76.7047
13118|Moravia|New York|NY|42.7355|-76.399
13139|Poplar Ridge|New York|NY|42.7421|-76.6285
13140|Port Byron|New York|NY|43.0427|-76.6449
13147|Scipio Center|New York|NY|42.7708|-76.5862
13156|Sterling|New York|NY|43.3296|-76.6747
13160|Union Springs|New York|NY|42.8335|-76.674
13166|Weedsport|New York|NY|43.0489|-76.5425
14048|Dunkirk|New York|NY|42.4877|-79.3283
14062|Forestville|New York|NY|42.4482|-79.1607
14063|Fredonia|New York|NY|42.4333|-79.3339
14081|Irving|New York|NY|42.5739|-79.0596
14135|Sheridan|New York|NY|42.489|-79.239
14136|Silver Creek|New York|NY|42.5357|-79.1628
14166|Van Buren Point|New York|NY|42.4511|-79.4154
14701|Jamestown|New York|NY|42.0928|-79.244
14702|Jamestown|New York|NY|42.0817|-79.2949
14703|Jamestown|New York|NY|42.3425|-79.4109
14704|Jamestown|New York|NY|42.3425|-79.4109
14710|Ashville|New York|NY|42.1084|-79.4056
14712|Bemus Point|New York|NY|42.1513|-79.3581
14716|Brocton|New York|NY|42.394|-79.4344
14718|Cassadaga|New York|NY|42.3504|-79.2993
14720|Celoron|New York|NY|42.1059|-79.2791
14722|Chautauqua|New York|NY|42.1875|-79.4505
14723|Cherry Creek|New York|NY|42.3127|-79.1203
14724|Clymer|New York|NY|42.0557|-79.6685
14728|Dewittville|New York|NY|42.2394|-79.4193
14732|Ellington|New York|NY|42.2291|-79.1135
14733|Falconer|New York|NY|42.1239|-79.1895
14736|Findley Lake|New York|NY|42.1204|-79.7349
14738|Frewsburg|New York|NY|42.0528|-79.1318
14740|Gerry|New York|NY|42.2147|-79.1649
14742|Greenhurst|New York|NY|42.1205|-79.3096
14747|Kennedy|New York|NY|42.1508|-79.0964
14750|Lakewood|New York|NY|42.0973|-79.3291
14752|Lily Dale|New York|NY|42.3524|-79.3235
14756|Maple Springs|New York|NY|42.1982|-79.4174
14757|Mayville|New York|NY|42.2409|-79.4963
14758|Niobe|New York|NY|42.3425|-79.4109
14767|Panama|New York|NY|42.057|-79.4815
14769|Portland|New York|NY|42.3858|-79.4589
14775|Ripley|New York|NY|42.2482|-79.7121
14781|Sherman|New York|NY|42.1631|-79.5857
14782|Sinclairville|New York|NY|42.2455|-79.2673
14784|Stockton|New York|NY|42.3182|-79.3758
14785|Stow|New York|NY|42.1557|-79.4122
14787|Westfield|New York|NY|42.322|-79.5726
14814|Big Flats|New York|NY|42.1455|-76.9527
14816|Breesport|New York|NY|42.1939|-76.7361
14825|Chemung|New York|NY|42.0392|-76.6202
14838|Erin|New York|NY|42.1859|-76.6819
14844|Horseheads|New York|NY|42.1607|-76.8785
14845|Horseheads|New York|NY|42.1805|-76.8345
14861|Lowman|New York|NY|42.0694|-76.693
14864|Millport|New York|NY|42.2581|-76.8392
14871|Pine City|New York|NY|42.0419|-76.8815
14872|Pine Valley|New York|NY|42.2348|-76.8652
14889|Van Etten|New York|NY|42.2085|-76.5717
14894|Wellsburg|New York|NY|42.0273|-76.7723
14901|Elmira|New York|NY|42.1008|-76.812
14902|Elmira|New York|NY|42.1473|-76.7509
14903|Elmira|New York|NY|42.1198|-76.8877
14904|Elmira|New York|NY|42.0729|-76.8037
14905|Elmira|New York|NY|42.0869|-76.8397
14925|Elmira|New York|NY|42.1473|-76.7509
13124|North Pitcher|New York|NY|42.6372|-75.8164
13129|Georgetown|New York|NY|42.7127|-75.7314
13136|Pitcher|New York|NY|42.5969|-75.8465
13155|South Otselic|New York|NY|42.6626|-75.7669
13332|Earlville|New York|NY|42.7197|-75.5589
13411|New Berlin|New York|NY|42.6224|-75.3474
13460|Sherburne|New York|NY|42.6859|-75.483
13464|Smyrna|New York|NY|42.6896|-75.6121
13730|Afton|New York|NY|42.2417|-75.5366
13733|Bainbridge|New York|NY|42.312|-75.4894
13758|East Pharsalia|New York|NY|42.5835|-75.7219
13778|Greene|New York|NY|42.3401|-75.7342
13780|Guilford|New York|NY|42.4269|-75.4823
13801|Mc Donough|New York|NY|42.5068|-75.7623
13809|Mount Upton|New York|NY|42.4081|-75.4003
13814|North Norwich|New York|NY|42.6036|-75.5282
13815|Norwich|New York|NY|42.5414|-75.5274
13830|Oxford|New York|NY|42.4379|-75.5673
13832|Plymouth|New York|NY|42.6336|-75.6172
13841|Smithville Flats|New York|NY|42.3989|-75.8237
13843|South New Berlin|New York|NY|42.5306|-75.3525
13844|South Plymouth|New York|NY|42.6053|-75.633
12901|Plattsburgh|New York|NY|44.6927|-73.466
12903|Plattsburgh|New York|NY|44.6854|-73.4474
12910|Altona|New York|NY|44.8816|-73.6408
12911|Keeseville|New York|NY|44.5281|-73.4719
12912|Au Sable Forks|New York|NY|44.4499|-73.6857
12918|Cadyville|New York|NY|44.6862|-73.6702
12919|Champlain|New York|NY|44.9773|-73.4466
12921|Chazy|New York|NY|44.8884|-73.4501
12923|Churubusco|New York|NY|44.9432|-73.9355
12924|Keeseville|New York|NY|44.7066|-73.7446
12929|Dannemora|New York|NY|44.8477|-73.5823
12933|Ellenburg|New York|NY|44.882|-73.9633
12934|Ellenburg Center|New York|NY|44.8444|-73.8685
12935|Ellenburg Depot|New York|NY|44.9163|-73.7876
12952|Lyon Mountain|New York|NY|44.7255|-73.9195
12955|Lyon Mountain|New York|NY|44.8043|-73.973
12958|Mooers|New York|NY|44.9592|-73.5834
12959|Mooers Forks|New York|NY|44.9602|-73.673
12962|Morrisonville|New York|NY|44.6894|-73.5772
12972|Peru|New York|NY|44.5851|-73.5293
12978|Redford|New York|NY|44.665|-73.7612
12979|Rouses Point|New York|NY|44.9884|-73.3691
12981|Saranac|New York|NY|44.7032|-73.7481
12985|Schuyler Falls|New York|NY|44.5882|-73.6895
12992|West Chazy|New York|NY|44.797|-73.5112
12017|Austerlitz|New York|NY|42.3223|-73.455
12029|Canaan|New York|NY|42.4132|-73.4159
12037|Chatham|New York|NY|42.3496|-73.5873
12050|Columbiaville|New York|NY|42.3172|-73.7486
12060|East Chatham|New York|NY|42.433|-73.4903
12075|Ghent|New York|NY|42.3036|-73.6486
12106|Kinderhook|New York|NY|42.3767|-73.7183
12115|Malden Bridge|New York|NY|42.4737|-73.5673
12125|New Lebanon|New York|NY|42.4759|-73.3773
12130|Niverville|New York|NY|42.44|-73.6663
12132|North Chatham|New York|NY|42.4661|-73.6293
12136|Old Chatham|New York|NY|42.4357|-73.5545
12165|Spencertown|New York|NY|42.3091|-73.5008
12172|Stottville|New York|NY|42.2857|-73.7335
12173|Stuyvesant|New York|NY|42.3596|-73.7613
12174|Stuyvesant Falls|New York|NY|42.344|-73.7348
12184|Valatie|New York|NY|42.4321|-73.6683
12195|West Lebanon|New York|NY|42.4794|-73.4748
12502|Ancram|New York|NY|42.0851|-73.6424
12503|Ancramdale|New York|NY|42.0381|-73.5819
12513|Claverack|New York|NY|42.2069|-73.6946
12516|Copake|New York|NY|42.1113|-73.5526
12517|Copake Falls|New York|NY|42.1367|-73.5108
12521|Craryville|New York|NY|42.176|-73.6571
12523|Elizaville|New York|NY|42.0902|-73.7818
12526|Germantown|New York|NY|42.1219|-73.8625
12529|Hillsdale|New York|NY|42.1868|-73.5483
12530|Hollowville|New York|NY|42.211|-73.687
12534|Hudson|New York|NY|42.247|-73.7552
12541|Livingston|New York|NY|42.1421|-73.7574
12544|Mellenville|New York|NY|42.2596|-73.668
12565|Philmont|New York|NY|42.2501|-73.6591
12593|West Copake|New York|NY|42.244|-73.6411
13040|Cincinnatus|New York|NY|42.5385|-75.903
13045|Cortland|New York|NY|42.5952|-76.1857
13056|East Homer|New York|NY|42.6772|-76.1052
13077|Homer|New York|NY|42.6726|-76.1878
13087|Little York|New York|NY|42.707|-76.1561
13101|Mc Graw|New York|NY|42.5948|-76.082
13141|Preble|New York|NY|42.795|-76.2141
13158|Truxton|New York|NY|42.7085|-76.0189
13738|Blodgett Mills|New York|NY|42.5673|-76.1238
13784|Harford|New York|NY|42.4311|-76.1593
13803|Marathon|New York|NY|42.4527|-76.0395
13863|Willet|New York|NY|42.452|-75.9014
12167|Stamford|New York|NY|42.4174|-74.6098
12406|Arkville|New York|NY|42.1417|-74.5721
12421|Denver|New York|NY|42.2522|-74.5407
12430|Fleischmanns|New York|NY|42.1772|-74.5473
12434|Grand Gorge|New York|NY|42.3874|-74.5312
12438|Halcottsville|New York|NY|42.183|-74.9256
12455|Margaretville|New York|NY|42.1852|-74.6178
12459|New Kingston|New York|NY|42.2094|-74.6837
12474|Roxbury|New York|NY|42.2957|-74.5631
13731|Andes|New York|NY|42.1569|-74.7887
13739|Bloomville|New York|NY|42.3522|-74.8071
13740|Bovina Center|New York|NY|42.2709|-74.7661
13750|Davenport|New York|NY|42.4711|-74.8357
13751|Davenport Center|New York|NY|42.4249|-74.9002
13752|De Lancey|New York|NY|42.189|-74.9229
13753|Delhi|New York|NY|42.2937|-74.9207
13755|Downsville|New York|NY|42.0716|-75.0152
13756|East Branch|New York|NY|42.0039|-75.1226
13757|East Meredith|New York|NY|42.4101|-74.8987
13774|Fishs Eddy|New York|NY|42.183|-74.9256
13775|Franklin|New York|NY|42.3421|-75.1485
13782|Hamden|New York|NY|42.1787|-74.9984
13783|Hancock|New York|NY|42.1159|-75.0288
13786|Harpersfield|New York|NY|42.4499|-74.6871
13788|Hobart|New York|NY|42.3594|-74.6759
13804|Masonville|New York|NY|42.183|-74.9256
13806|Meridale|New York|NY|42.183|-74.9256
13837|Shinhopple|New York|NY|42.183|-74.9256
13838|Sidney|New York|NY|42.3074|-75.3908
13839|Sidney Center|New York|NY|42.2441|-75.2871
13842|South Kortright|New York|NY|42.377|-74.7259
13846|Treadwell|New York|NY|42.363|-75.0588
13847|Trout Creek|New York|NY|42.183|-74.9256
13856|Walton|New York|NY|42.1756|-75.1532
13860|West Davenport|New York|NY|42.183|-74.9256
12501|Amenia|New York|NY|41.8447|-73.5542
12504|Annandale On Hudson|New York|NY|42.0354|-73.9092
12506|Bangall|New York|NY|41.7599|-73.7437
12507|Barrytown|New York|NY|42.0005|-73.9199
12508|Beacon|New York|NY|41.5097|-73.9634
12510|Billings|New York|NY|41.7599|-73.7437
12511|Castle Point|New York|NY|41.7599|-73.7437
12512|Chelsea|New York|NY|41.5528|-73.9682
12514|Clinton Corners|New York|NY|41.8693|-73.7659
12522|Dover Plains|New York|NY|41.7351|-73.587
12524|Fishkill|New York|NY|41.5404|-73.8979
12527|Glenham|New York|NY|41.5202|-73.9333
12531|Holmes|New York|NY|41.5325|-73.6628
12533|Hopewell Junction|New York|NY|41.7489|-73.7662
12537|Hughsonville|New York|NY|41.5824|-73.9363
12538|Hyde Park|New York|NY|41.7887|-73.9063
12540|Lagrangeville|New York|NY|41.6615|-73.745
12545|Millbrook|New York|NY|41.7803|-73.6885
12546|Millerton|New York|NY|41.9536|-73.5287
12564|Pawling|New York|NY|41.5749|-73.5948
12567|Pine Plains|New York|NY|41.9896|-73.6602
12569|Pleasant Valley|New York|NY|41.747|-73.8143
12570|Poughquag|New York|NY|41.6194|-73.6783
12571|Red Hook|New York|NY|42.0064|-73.8546
12572|Rhinebeck|New York|NY|41.9272|-73.8888
12574|Rhinecliff|New York|NY|41.9151|-73.9517
12578|Salt Point|New York|NY|41.805|-73.8013
12580|Staatsburg|New York|NY|41.8502|-73.8988
12581|Stanfordville|New York|NY|41.8877|-73.6945
12582|Stormville|New York|NY|41.5512|-73.7255
12583|Tivoli|New York|NY|42.0579|-73.9025
12585|Verbank|New York|NY|41.7227|-73.7184
12590|Wappingers Falls|New York|NY|41.7369|-73.7411
12592|Wassaic|New York|NY|41.7759|-73.5544
12594|Wingdale|New York|NY|41.6538|-73.5556
12601|Poughkeepsie|New York|NY|41.6958|-73.8962
12602|Poughkeepsie|New York|NY|41.7599|-73.7437
12603|Poughkeepsie|New York|NY|41.6907|-73.8621
12604|Poughkeepsie|New York|NY|41.7599|-73.7437
14001|Akron|New York|NY|43.0249|-78.5084
14004|Alden|New York|NY|42.8984|-78.5257
14006|Angola|New York|NY|42.6366|-79.0497
14010|Athol Springs|New York|NY|42.7684|-78.8871
14025|Boston|New York|NY|42.6314|-78.7391
14026|Bowmansville|New York|NY|42.941|-78.688
14027|Brant|New York|NY|42.5708|-79.0308
14030|Chaffee|New York|NY|42.5605|-78.5025
14031|Clarence|New York|NY|42.981|-78.6162
14032|Clarence Center|New York|NY|43.0362|-78.639
14033|Colden|New York|NY|42.6551|-78.6921
14034|Collins|New York|NY|42.5001|-78.893
14035|Collins Center|New York|NY|42.4906|-78.8499
14038|Crittenden|New York|NY|42.9473|-78.4744
14043|Depew|New York|NY|42.905|-78.7041
14047|Derby|New York|NY|42.6974|-78.9834
14051|East Amherst|New York|NY|43.0429|-78.6988
14052|East Aurora|New York|NY|42.7701|-78.602
14055|East Concord|New York|NY|42.5466|-78.611
14057|Eden|New York|NY|42.6506|-78.8781
14059|Elma|New York|NY|42.834|-78.6343
14061|Farnham|New York|NY|42.5946|-79.084
14068|Getzville|New York|NY|43.024|-78.7532
14069|Glenwood|New York|NY|42.6001|-78.6386
14072|Grand Island|New York|NY|43.0183|-78.9591
14075|Hamburg|New York|NY|42.7334|-78.8389
14080|Holland|New York|NY|42.6396|-78.5439
14085|Lake View|New York|NY|42.7215|-78.9327
14086|Lancaster|New York|NY|42.9017|-78.6631
14091|Lawtons|New York|NY|42.5404|-78.9212
14102|Marilla|New York|NY|42.8332|-78.5587
14110|North Boston|New York|NY|42.7684|-78.8871
14111|North Collins|New York|NY|42.5896|-78.9107
14112|North Evans|New York|NY|42.6917|-78.9927
14127|Orchard Park|New York|NY|42.7639|-78.7518
14134|Sardinia|New York|NY|42.5323|-78.5172
14139|South Wales|New York|NY|42.7063|-78.5452
14140|Spring Brook|New York|NY|42.8072|-78.6676
14141|Springville|New York|NY|42.52|-78.6847
14150|Tonawanda|New York|NY|43.0028|-78.8547
14151|Tonawanda|New York|NY|42.7684|-78.8871
14169|Wales Center|New York|NY|42.7673|-78.5856
14170|West Falls|New York|NY|42.7053|-78.6779
14201|Buffalo|New York|NY|42.8967|-78.8846
14202|Buffalo|New York|NY|42.887|-78.8779
14203|Buffalo|New York|NY|42.8939|-78.8681
14204|Buffalo|New York|NY|42.884|-78.8597
14205|Buffalo|New York|NY|42.7684|-78.8871
14206|Buffalo|New York|NY|42.8811|-78.8104
14207|Buffalo|New York|NY|42.9491|-78.8978
14208|Buffalo|New York|NY|42.9154|-78.8505
14209|Buffalo|New York|NY|42.913|-78.8656
14210|Buffalo|New York|NY|42.8614|-78.8206
14211|Buffalo|New York|NY|42.9082|-78.8225
14212|Buffalo|New York|NY|42.8946|-78.8245
14213|Buffalo|New York|NY|42.9167|-78.8895
14214|Buffalo|New York|NY|42.9414|-78.8374
14215|Buffalo|New York|NY|42.9335|-78.8115
14216|Buffalo|New York|NY|42.9499|-78.8599
14217|Buffalo|New York|NY|42.9|-78.8082
14218|Buffalo|New York|NY|42.8146|-78.8078
14219|Buffalo|New York|NY|42.7863|-78.8264
14220|Buffalo|New York|NY|42.8441|-78.8182
14221|Buffalo|New York|NY|42.9685|-78.7492
14222|Buffalo|New York|NY|42.9164|-78.8763
14223|Buffalo|New York|NY|42.9731|-78.845
14224|Buffalo|New York|NY|42.8371|-78.7484
14225|Buffalo|New York|NY|42.9255|-78.7481
14226|Buffalo|New York|NY|42.9744|-78.7949
14227|Buffalo|New York|NY|42.8853|-78.7462
14228|Buffalo|New York|NY|43.026|-78.7661
14231|Buffalo|New York|NY|42.7684|-78.8871
14233|Buffalo|New York|NY|42.7684|-78.8871
14240|Buffalo|New York|NY|42.7684|-78.8871
14241|Buffalo|New York|NY|42.9383|-78.7441
14260|Buffalo|New York|NY|42.7684|-78.8871
14261|Buffalo|New York|NY|42.7684|-78.8871
14263|Buffalo|New York|NY|42.7684|-78.8871
14264|Buffalo|New York|NY|42.8856|-78.8735
14265|Buffalo|New York|NY|42.7684|-78.8871
14267|Buffalo|New York|NY|42.7684|-78.8871
14269|Buffalo|New York|NY|42.7684|-78.8871
14270|Buffalo|New York|NY|42.7684|-78.8871
14272|Buffalo|New York|NY|42.7684|-78.8871
14273|Buffalo|New York|NY|42.755|-78.7849
14276|Buffalo|New York|NY|42.7684|-78.8871
14280|Buffalo|New York|NY|42.7684|-78.8871
12851|Minerva|New York|NY|43.7811|-73.9835
12852|Newcomb|New York|NY|43.946|-74.1299
12855|North Hudson|New York|NY|43.9869|-73.7121
12857|Olmstedville|New York|NY|43.7799|-73.9335
12858|Paradox|New York|NY|43.8914|-73.645
12870|Schroon Lake|New York|NY|43.8412|-73.7674
12872|Severance|New York|NY|44.1457|-73.8152
12879|Newcomb|New York|NY|44.1457|-73.8152
12883|Ticonderoga|New York|NY|43.8463|-73.4426
12913|Bloomingdale|New York|NY|44.3985|-74.0829
12928|Crown Point|New York|NY|43.9526|-73.4665
12932|Elizabethtown|New York|NY|44.2245|-73.6011
12936|Essex|New York|NY|44.2807|-73.3731
12941|Jay|New York|NY|44.3734|-73.7247
12942|Keene|New York|NY|44.2555|-73.7915
12943|Keene Valley|New York|NY|44.2024|-73.7731
12944|Keeseville|New York|NY|44.4999|-73.4745
12946|Lake Placid|New York|NY|44.1307|-73.7347
12950|Lewis|New York|NY|44.3075|-73.5491
12956|Mineville|New York|NY|44.0876|-73.5236
